Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,HAVELLS,84795,OPTSTK,CE,1720,HAVELLS INDIA LIMITED,HAVELLS FEB 1720 CE,HAVELLS27FEB25C1720,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84796,OPTSTK,PE,1720,HAVELLS INDIA LIMITED,HAVELLS FEB 1720 PE,HAVELLS27FEB25P1720,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84797,OPTSTK,CE,1760,HAVELLS INDIA LIMITED,HAVELLS FEB 1760 CE,HAVELLS27FEB25C1760,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84799,OPTSTK,PE,1760,HAVELLS INDIA LIMITED,HAVELLS FEB 1760 PE,HAVELLS27FEB25P1760,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84800,OPTSTK,CE,1800,HAVELLS INDIA LIMITED,HAVELLS FEB 1800 CE,HAVELLS27FEB25C1800,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84819,OPTSTK,PE,1800,HAVELLS INDIA LIMITED,HAVELLS FEB 1800 PE,HAVELLS27FEB25P1800,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84820,OPTSTK,CE,1840,HAVELLS INDIA LIMITED,HAVELLS FEB 1840 CE,HAVELLS27FEB25C1840,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84821,OPTSTK,PE,1840,HAVELLS INDIA LIMITED,HAVELLS FEB 1840 PE,HAVELLS27FEB25P1840,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84822,OPTSTK,CE,1880,HAVELLS INDIA LIMITED,HAVELLS FEB 1880 CE,HAVELLS27FEB25C1880,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84823,OPTSTK,PE,1880,HAVELLS INDIA LIMITED,HAVELLS FEB 1880 PE,HAVELLS27FEB25P1880,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84824,OPTSTK,CE,1920,HAVELLS INDIA LIMITED,HAVELLS FEB 1920 CE,HAVELLS27FEB25C1920,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84825,OPTSTK,PE,1920,HAVELLS INDIA LIMITED,HAVELLS FEB 1920 PE,HAVELLS27FEB25P1920,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84826,OPTSTK,CE,1960,HAVELLS INDIA LIMITED,HAVELLS FEB 1960 CE,HAVELLS27FEB25C1960,2025-02-27,500,0.05
NFO,nse_fo,HAVELLS,84827,OPTSTK,PE,1960,HAVELLS INDIA LIMITED,HAVELLS FEB 1960 PE,HAVELLS27FEB25P1960,2025-02-27,500,0.05
NFO,nse_fo,HCLTECH,84946,OPTSTK,CE,1400,HCL TECHNOLOGIES LTD,HCLTECH FEB 1400 CE,HCLTECH27FEB25C1400,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84947,OPTSTK,PE,1400,HCL TECHNOLOGIES LTD,HCLTECH FEB 1400 PE,HCLTECH27FEB25P1400,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84948,OPTSTK,CE,1440,HCL TECHNOLOGIES LTD,HCLTECH FEB 1440 CE,HCLTECH27FEB25C1440,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84949,OPTSTK,PE,1440,HCL TECHNOLOGIES LTD,HCLTECH FEB 1440 PE,HCLTECH27FEB25P1440,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84950,OPTSTK,CE,1480,HCL TECHNOLOGIES LTD,HCLTECH FEB 1480 CE,HCLTECH27FEB25C1480,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84951,OPTSTK,PE,1480,HCL TECHNOLOGIES LTD,HCLTECH FEB 1480 PE,HCLTECH27FEB25P1480,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84952,OPTSTK,CE,1520,HCL TECHNOLOGIES LTD,HCLTECH FEB 1520 CE,HCLTECH27FEB25C1520,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84953,OPTSTK,PE,1520,HCL TECHNOLOGIES LTD,HCLTECH FEB 1520 PE,HCLTECH27FEB25P1520,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84954,OPTSTK,CE,1560,HCL TECHNOLOGIES LTD,HCLTECH FEB 1560 CE,HCLTECH27FEB25C1560,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84955,OPTSTK,PE,1560,HCL TECHNOLOGIES LTD,HCLTECH FEB 1560 PE,HCLTECH27FEB25P1560,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84956,OPTSTK,CE,1600,HCL TECHNOLOGIES LTD,HCLTECH FEB 1600 CE,HCLTECH27FEB25C1600,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84959,OPTSTK,PE,1600,HCL TECHNOLOGIES LTD,HCLTECH FEB 1600 PE,HCLTECH27FEB25P1600,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84960,OPTSTK,CE,1640,HCL TECHNOLOGIES LTD,HCLTECH FEB 1640 CE,HCLTECH27FEB25C1640,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84961,OPTSTK,PE,1640,HCL TECHNOLOGIES LTD,HCLTECH FEB 1640 PE,HCLTECH27FEB25P1640,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84962,OPTSTK,CE,1680,HCL TECHNOLOGIES LTD,HCLTECH FEB 1680 CE,HCLTECH27FEB25C1680,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84963,OPTSTK,PE,1680,HCL TECHNOLOGIES LTD,HCLTECH FEB 1680 PE,HCLTECH27FEB25P1680,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84964,OPTSTK,CE,1720,HCL TECHNOLOGIES LTD,HCLTECH FEB 1720 CE,HCLTECH27FEB25C1720,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84965,OPTSTK,PE,1720,HCL TECHNOLOGIES LTD,HCLTECH FEB 1720 PE,HCLTECH27FEB25P1720,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84966,OPTSTK,CE,1760,HCL TECHNOLOGIES LTD,HCLTECH FEB 1760 CE,HCLTECH27FEB25C1760,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84967,OPTSTK,PE,1760,HCL TECHNOLOGIES LTD,HCLTECH FEB 1760 PE,HCLTECH27FEB25P1760,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84968,OPTSTK,CE,1800,HCL TECHNOLOGIES LTD,HCLTECH FEB 1800 CE,HCLTECH27FEB25C1800,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84969,OPTSTK,PE,1800,HCL TECHNOLOGIES LTD,HCLTECH FEB 1800 PE,HCLTECH27FEB25P1800,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84995,OPTSTK,CE,1840,HCL TECHNOLOGIES LTD,HCLTECH FEB 1840 CE,HCLTECH27FEB25C1840,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84996,OPTSTK,PE,1840,HCL TECHNOLOGIES LTD,HCLTECH FEB 1840 PE,HCLTECH27FEB25P1840,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84997,OPTSTK,CE,1880,HCL TECHNOLOGIES LTD,HCLTECH FEB 1880 CE,HCLTECH27FEB25C1880,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,84998,OPTSTK,PE,1880,HCL TECHNOLOGIES LTD,HCLTECH FEB 1880 PE,HCLTECH27FEB25P1880,2025-02-27,350,0.05
NFO,nse_fo,ADANIENSOL,85005,OPTSTK,CE,660,ADANI ENERGY SOLUTION LTD,ADANIENSOL MAR 660 CE,ADANIENSOL27MAR25C660,2025-03-27,625,0.05
NFO,nse_fo,ADANIENSOL,85007,OPTSTK,PE,660,ADANI ENERGY SOLUTION LTD,ADANIENSOL MAR 660 PE,ADANIENSOL27MAR25P660,2025-03-27,625,0.05
NFO,nse_fo,ADANIENSOL,85009,OPTSTK,CE,700,ADANI ENERGY SOLUTION LTD,ADANIENSOL MAR 700 CE,ADANIENSOL27MAR25C700,2025-03-27,625,0.05
NFO,nse_fo,HCLTECH,85011,OPTSTK,CE,1920,HCL TECHNOLOGIES LTD,HCLTECH FEB 1920 CE,HCLTECH27FEB25C1920,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,85012,OPTSTK,PE,1920,HCL TECHNOLOGIES LTD,HCLTECH FEB 1920 PE,HCLTECH27FEB25P1920,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,85013,OPTSTK,CE,1960,HCL TECHNOLOGIES LTD,HCLTECH FEB 1960 CE,HCLTECH27FEB25C1960,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,85014,OPTSTK,PE,1960,HCL TECHNOLOGIES LTD,HCLTECH FEB 1960 PE,HCLTECH27FEB25P1960,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,85015,OPTSTK,CE,2000,HCL TECHNOLOGIES LTD,HCLTECH FEB 2000 CE,HCLTECH27FEB25C2000,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,85016,OPTSTK,PE,2000,HCL TECHNOLOGIES LTD,HCLTECH FEB 2000 PE,HCLTECH27FEB25P2000,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,85019,OPTSTK,CE,2080,HCL TECHNOLOGIES LTD,HCLTECH FEB 2080 CE,HCLTECH27FEB25C2080,2025-02-27,350,0.05
NFO,nse_fo,ADANIENSOL,85021,OPTSTK,PE,700,ADANI ENERGY SOLUTION LTD,ADANIENSOL MAR 700 PE,ADANIENSOL27MAR25P700,2025-03-27,625,0.05
NFO,nse_fo,ADANIENSOL,85022,OPTSTK,CE,740,ADANI ENERGY SOLUTION LTD,ADANIENSOL MAR 740 CE,ADANIENSOL27MAR25C740,2025-03-27,625,0.05
NFO,nse_fo,ADANIENSOL,85023,OPTSTK,PE,740,ADANI ENERGY SOLUTION LTD,ADANIENSOL MAR 740 PE,ADANIENSOL27MAR25P740,2025-03-27,625,0.05
NFO,nse_fo,ADANIENSOL,85024,OPTSTK,CE,780,ADANI ENERGY SOLUTION LTD,ADANIENSOL MAR 780 CE,ADANIENSOL27MAR25C780,2025-03-27,625,0.05
NFO,nse_fo,HCLTECH,85025,OPTSTK,CE,2120,HCL TECHNOLOGIES LTD,HCLTECH FEB 2120 CE,HCLTECH27FEB25C2120,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,85027,OPTSTK,CE,2160,HCL TECHNOLOGIES LTD,HCLTECH FEB 2160 CE,HCLTECH27FEB25C2160,2025-02-27,350,0.05
NFO,nse_fo,HCLTECH,85029,OPTSTK,CE,2200,HCL TECHNOLOGIES LTD,HCLTECH FEB 2200 CE,HCLTECH27FEB25C2200,2025-02-27,350,0.05
NFO,nse_fo,ADANIENSOL,85034,OPTSTK,PE,780,ADANI ENERGY SOLUTION LTD,ADANIENSOL MAR 780 PE,ADANIENSOL27MAR25P780,2025-03-27,625,0.05
NFO,nse_fo,ADANIENSOL,85035,OPTSTK,CE,820,ADANI ENERGY SOLUTION LTD,ADANIENSOL MAR 820 CE,ADANIENSOL27MAR25C820,2025-03-27,625,0.05
NFO,nse_fo,ADANIENSOL,85038,OPTSTK,PE,820,ADANI ENERGY SOLUTION LTD,ADANIENSOL MAR 820 PE,ADANIENSOL27MAR25P820,2025-03-27,625,0.05
NFO,nse_fo,ADANIENSOL,85081,OPTSTK,CE,560,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 560 CE,ADANIENSOL24APR25C560,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85083,OPTSTK,PE,560,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 560 PE,ADANIENSOL24APR25P560,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85084,OPTSTK,CE,600,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 600 CE,ADANIENSOL24APR25C600,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85089,OPTSTK,PE,600,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 600 PE,ADANIENSOL24APR25P600,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85090,OPTSTK,CE,640,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 640 CE,ADANIENSOL24APR25C640,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85093,OPTSTK,PE,640,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 640 PE,ADANIENSOL24APR25P640,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85094,OPTSTK,CE,680,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 680 CE,ADANIENSOL24APR25C680,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85095,OPTSTK,PE,680,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 680 PE,ADANIENSOL24APR25P680,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85096,OPTSTK,CE,720,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 720 CE,ADANIENSOL24APR25C720,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85101,OPTSTK,PE,720,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 720 PE,ADANIENSOL24APR25P720,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85102,OPTSTK,CE,760,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 760 CE,ADANIENSOL24APR25C760,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85107,OPTSTK,PE,760,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 760 PE,ADANIENSOL24APR25P760,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85108,OPTSTK,CE,800,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 800 CE,ADANIENSOL24APR25C800,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85111,OPTSTK,PE,800,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 800 PE,ADANIENSOL24APR25P800,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85112,OPTSTK,CE,840,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 840 CE,ADANIENSOL24APR25C840,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85113,OPTSTK,PE,840,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 840 PE,ADANIENSOL24APR25P840,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85114,OPTSTK,CE,880,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 880 CE,ADANIENSOL24APR25C880,2025-04-24,625,0.05
NFO,nse_fo,ADANIENSOL,85115,OPTSTK,PE,880,ADANI ENERGY SOLUTION LTD,ADANIENSOL APR 880 PE,ADANIENSOL24APR25P880,2025-04-24,625,0.05
NFO,nse_fo,BEL,85132,OPTSTK,CE,235,BHARAT ELECTRONICS LTD,BEL FEB 235 CE,BEL27FEB25C235,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85133,OPTSTK,PE,235,BHARAT ELECTRONICS LTD,BEL FEB 235 PE,BEL27FEB25P235,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85134,OPTSTK,CE,245,BHARAT ELECTRONICS LTD,BEL FEB 245 CE,BEL27FEB25C245,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85135,OPTSTK,PE,245,BHARAT ELECTRONICS LTD,BEL FEB 245 PE,BEL27FEB25P245,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85142,OPTSTK,CE,255,BHARAT ELECTRONICS LTD,BEL FEB 255 CE,BEL27FEB25C255,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85143,OPTSTK,PE,255,BHARAT ELECTRONICS LTD,BEL FEB 255 PE,BEL27FEB25P255,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85158,OPTSTK,CE,265,BHARAT ELECTRONICS LTD,BEL FEB 265 CE,BEL27FEB25C265,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85159,OPTSTK,PE,265,BHARAT ELECTRONICS LTD,BEL FEB 265 PE,BEL27FEB25P265,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85165,OPTSTK,CE,275,BHARAT ELECTRONICS LTD,BEL FEB 275 CE,BEL27FEB25C275,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85166,OPTSTK,PE,275,BHARAT ELECTRONICS LTD,BEL FEB 275 PE,BEL27FEB25P275,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85167,OPTSTK,CE,285,BHARAT ELECTRONICS LTD,BEL FEB 285 CE,BEL27FEB25C285,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85168,OPTSTK,PE,285,BHARAT ELECTRONICS LTD,BEL FEB 285 PE,BEL27FEB25P285,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85169,OPTSTK,CE,295,BHARAT ELECTRONICS LTD,BEL FEB 295 CE,BEL27FEB25C295,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85173,OPTSTK,PE,295,BHARAT ELECTRONICS LTD,BEL FEB 295 PE,BEL27FEB25P295,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85174,OPTSTK,CE,305,BHARAT ELECTRONICS LTD,BEL FEB 305 CE,BEL27FEB25C305,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85177,OPTSTK,PE,305,BHARAT ELECTRONICS LTD,BEL FEB 305 PE,BEL27FEB25P305,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85178,OPTSTK,CE,315,BHARAT ELECTRONICS LTD,BEL FEB 315 CE,BEL27FEB25C315,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85179,OPTSTK,PE,315,BHARAT ELECTRONICS LTD,BEL FEB 315 PE,BEL27FEB25P315,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85180,OPTSTK,CE,325,BHARAT ELECTRONICS LTD,BEL FEB 325 CE,BEL27FEB25C325,2025-02-27,2850,0.05
NFO,nse_fo,BEL,85182,OPTSTK,PE,325,BHARAT ELECTRONICS LTD,BEL FEB 325 PE,BEL27FEB25P325,2025-02-27,2850,0.05
NFO,nse_fo,HDFCAMC,85204,OPTSTK,CE,3100,HDFC AMC LIMITED,HDFCAMC FEB 3100 CE,HDFCAMC27FEB25C3100,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85205,OPTSTK,PE,3100,HDFC AMC LIMITED,HDFCAMC FEB 3100 PE,HDFCAMC27FEB25P3100,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85206,OPTSTK,CE,3200,HDFC AMC LIMITED,HDFCAMC FEB 3200 CE,HDFCAMC27FEB25C3200,2025-02-27,150,0.05
NFO,nse_fo,BEL,85226,OPTSTK,CE,220,BHARAT ELECTRONICS LTD,BEL MAR 220 CE,BEL27MAR25C220,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85227,OPTSTK,PE,220,BHARAT ELECTRONICS LTD,BEL MAR 220 PE,BEL27MAR25P220,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85228,OPTSTK,CE,230,BHARAT ELECTRONICS LTD,BEL MAR 230 CE,BEL27MAR25C230,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85229,OPTSTK,PE,230,BHARAT ELECTRONICS LTD,BEL MAR 230 PE,BEL27MAR25P230,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85230,OPTSTK,CE,240,BHARAT ELECTRONICS LTD,BEL MAR 240 CE,BEL27MAR25C240,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85231,OPTSTK,PE,240,BHARAT ELECTRONICS LTD,BEL MAR 240 PE,BEL27MAR25P240,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85232,OPTSTK,CE,250,BHARAT ELECTRONICS LTD,BEL MAR 250 CE,BEL27MAR25C250,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85233,OPTSTK,PE,250,BHARAT ELECTRONICS LTD,BEL MAR 250 PE,BEL27MAR25P250,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85234,OPTSTK,CE,260,BHARAT ELECTRONICS LTD,BEL MAR 260 CE,BEL27MAR25C260,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85235,OPTSTK,PE,260,BHARAT ELECTRONICS LTD,BEL MAR 260 PE,BEL27MAR25P260,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85236,OPTSTK,CE,270,BHARAT ELECTRONICS LTD,BEL MAR 270 CE,BEL27MAR25C270,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85237,OPTSTK,PE,270,BHARAT ELECTRONICS LTD,BEL MAR 270 PE,BEL27MAR25P270,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85238,OPTSTK,CE,280,BHARAT ELECTRONICS LTD,BEL MAR 280 CE,BEL27MAR25C280,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85239,OPTSTK,PE,280,BHARAT ELECTRONICS LTD,BEL MAR 280 PE,BEL27MAR25P280,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85240,OPTSTK,CE,290,BHARAT ELECTRONICS LTD,BEL MAR 290 CE,BEL27MAR25C290,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85241,OPTSTK,PE,290,BHARAT ELECTRONICS LTD,BEL MAR 290 PE,BEL27MAR25P290,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85242,OPTSTK,CE,300,BHARAT ELECTRONICS LTD,BEL MAR 300 CE,BEL27MAR25C300,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85243,OPTSTK,PE,300,BHARAT ELECTRONICS LTD,BEL MAR 300 PE,BEL27MAR25P300,2025-03-27,2850,0.05
NFO,nse_fo,HDFCAMC,85244,OPTSTK,PE,3200,HDFC AMC LIMITED,HDFCAMC FEB 3200 PE,HDFCAMC27FEB25P3200,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85245,OPTSTK,CE,3300,HDFC AMC LIMITED,HDFCAMC FEB 3300 CE,HDFCAMC27FEB25C3300,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85246,OPTSTK,PE,3300,HDFC AMC LIMITED,HDFCAMC FEB 3300 PE,HDFCAMC27FEB25P3300,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85247,OPTSTK,CE,3400,HDFC AMC LIMITED,HDFCAMC FEB 3400 CE,HDFCAMC27FEB25C3400,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85248,OPTSTK,PE,3400,HDFC AMC LIMITED,HDFCAMC FEB 3400 PE,HDFCAMC27FEB25P3400,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85249,OPTSTK,CE,3500,HDFC AMC LIMITED,HDFCAMC FEB 3500 CE,HDFCAMC27FEB25C3500,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85250,OPTSTK,PE,3500,HDFC AMC LIMITED,HDFCAMC FEB 3500 PE,HDFCAMC27FEB25P3500,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85251,OPTSTK,CE,3600,HDFC AMC LIMITED,HDFCAMC FEB 3600 CE,HDFCAMC27FEB25C3600,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85252,OPTSTK,PE,3600,HDFC AMC LIMITED,HDFCAMC FEB 3600 PE,HDFCAMC27FEB25P3600,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85253,OPTSTK,CE,3700,HDFC AMC LIMITED,HDFCAMC FEB 3700 CE,HDFCAMC27FEB25C3700,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85254,OPTSTK,PE,3700,HDFC AMC LIMITED,HDFCAMC FEB 3700 PE,HDFCAMC27FEB25P3700,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85255,OPTSTK,CE,3800,HDFC AMC LIMITED,HDFCAMC FEB 3800 CE,HDFCAMC27FEB25C3800,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85256,OPTSTK,PE,3800,HDFC AMC LIMITED,HDFCAMC FEB 3800 PE,HDFCAMC27FEB25P3800,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85257,OPTSTK,CE,3900,HDFC AMC LIMITED,HDFCAMC FEB 3900 CE,HDFCAMC27FEB25C3900,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85258,OPTSTK,PE,3900,HDFC AMC LIMITED,HDFCAMC FEB 3900 PE,HDFCAMC27FEB25P3900,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85259,OPTSTK,CE,4000,HDFC AMC LIMITED,HDFCAMC FEB 4000 CE,HDFCAMC27FEB25C4000,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85260,OPTSTK,PE,4000,HDFC AMC LIMITED,HDFCAMC FEB 4000 PE,HDFCAMC27FEB25P4000,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85261,OPTSTK,CE,4100,HDFC AMC LIMITED,HDFCAMC FEB 4100 CE,HDFCAMC27FEB25C4100,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85262,OPTSTK,PE,4100,HDFC AMC LIMITED,HDFCAMC FEB 4100 PE,HDFCAMC27FEB25P4100,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85263,OPTSTK,CE,4200,HDFC AMC LIMITED,HDFCAMC FEB 4200 CE,HDFCAMC27FEB25C4200,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85264,OPTSTK,PE,4200,HDFC AMC LIMITED,HDFCAMC FEB 4200 PE,HDFCAMC27FEB25P4200,2025-02-27,150,0.05
NFO,nse_fo,BEL,85265,OPTSTK,CE,310,BHARAT ELECTRONICS LTD,BEL MAR 310 CE,BEL27MAR25C310,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85266,OPTSTK,PE,310,BHARAT ELECTRONICS LTD,BEL MAR 310 PE,BEL27MAR25P310,2025-03-27,2850,0.05
NFO,nse_fo,HDFCAMC,85267,OPTSTK,CE,4300,HDFC AMC LIMITED,HDFCAMC FEB 4300 CE,HDFCAMC27FEB25C4300,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85268,OPTSTK,PE,4300,HDFC AMC LIMITED,HDFCAMC FEB 4300 PE,HDFCAMC27FEB25P4300,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85269,OPTSTK,CE,4400,HDFC AMC LIMITED,HDFCAMC FEB 4400 CE,HDFCAMC27FEB25C4400,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85270,OPTSTK,PE,4400,HDFC AMC LIMITED,HDFCAMC FEB 4400 PE,HDFCAMC27FEB25P4400,2025-02-27,150,0.05
NFO,nse_fo,BEL,85271,OPTSTK,CE,320,BHARAT ELECTRONICS LTD,BEL MAR 320 CE,BEL27MAR25C320,2025-03-27,2850,0.05
NFO,nse_fo,HDFCAMC,85272,OPTSTK,CE,4500,HDFC AMC LIMITED,HDFCAMC FEB 4500 CE,HDFCAMC27FEB25C4500,2025-02-27,150,0.05
NFO,nse_fo,HDFCAMC,85273,OPTSTK,PE,4500,HDFC AMC LIMITED,HDFCAMC FEB 4500 PE,HDFCAMC27FEB25P4500,2025-02-27,150,0.05
NFO,nse_fo,BEL,85274,OPTSTK,PE,320,BHARAT ELECTRONICS LTD,BEL MAR 320 PE,BEL27MAR25P320,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85275,OPTSTK,CE,330,BHARAT ELECTRONICS LTD,BEL MAR 330 CE,BEL27MAR25C330,2025-03-27,2850,0.05
NFO,nse_fo,BEL,85276,OPTSTK,PE,330,BHARAT ELECTRONICS LTD,BEL MAR 330 PE,BEL27MAR25P330,2025-03-27,2850,0.05
