Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,HDFCLIFE,113458,OPTSTK,CE,560,HDFC LIFE INS CO LTD,HDFCLIFE MAR 560 CE,HDFCLIFE27MAR25C560,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113459,OPTSTK,PE,560,HDFC LIFE INS CO LTD,HDFCLIFE MAR 560 PE,HDFCLIFE27MAR25P560,2025-03-27,1100,0.05
NFO,nse_fo,HEROMOTOCO,113460,OPTSTK,PE,4750,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4750 PE,HEROMOTOCO27MAR25P4750,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113461,OPTSTK,CE,4850,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4850 CE,HEROMOTOCO27MAR25C4850,2025-03-27,150,0.05
NFO,nse_fo,HDFCLIFE,113462,OPTSTK,CE,580,HDFC LIFE INS CO LTD,HDFCLIFE MAR 580 CE,HDFCLIFE27MAR25C580,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113463,OPTSTK,PE,580,HDFC LIFE INS CO LTD,HDFCLIFE MAR 580 PE,HDFCLIFE27MAR25P580,2025-03-27,1100,0.05
NFO,nse_fo,HEROMOTOCO,113464,OPTSTK,PE,4850,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4850 PE,HEROMOTOCO27MAR25P4850,2025-03-27,150,0.05
NFO,nse_fo,MRF,113479,OPTSTK,CE,140000,MRF LTD,MRF FEB 140000 CE,MRF27FEB25C140000,2025-02-27,5,0.05
NFO,nse_fo,HDFCLIFE,113480,OPTSTK,CE,600,HDFC LIFE INS CO LTD,HDFCLIFE MAR 600 CE,HDFCLIFE27MAR25C600,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113481,OPTSTK,PE,600,HDFC LIFE INS CO LTD,HDFCLIFE MAR 600 PE,HDFCLIFE27MAR25P600,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113484,OPTSTK,CE,620,HDFC LIFE INS CO LTD,HDFCLIFE MAR 620 CE,HDFCLIFE27MAR25C620,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113485,OPTSTK,PE,620,HDFC LIFE INS CO LTD,HDFCLIFE MAR 620 PE,HDFCLIFE27MAR25P620,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113504,OPTSTK,CE,640,HDFC LIFE INS CO LTD,HDFCLIFE MAR 640 CE,HDFCLIFE27MAR25C640,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113505,OPTSTK,PE,640,HDFC LIFE INS CO LTD,HDFCLIFE MAR 640 PE,HDFCLIFE27MAR25P640,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113506,OPTSTK,CE,660,HDFC LIFE INS CO LTD,HDFCLIFE MAR 660 CE,HDFCLIFE27MAR25C660,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113507,OPTSTK,PE,660,HDFC LIFE INS CO LTD,HDFCLIFE MAR 660 PE,HDFCLIFE27MAR25P660,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113508,OPTSTK,CE,680,HDFC LIFE INS CO LTD,HDFCLIFE MAR 680 CE,HDFCLIFE27MAR25C680,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113509,OPTSTK,PE,680,HDFC LIFE INS CO LTD,HDFCLIFE MAR 680 PE,HDFCLIFE27MAR25P680,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113510,OPTSTK,CE,700,HDFC LIFE INS CO LTD,HDFCLIFE MAR 700 CE,HDFCLIFE27MAR25C700,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113511,OPTSTK,PE,700,HDFC LIFE INS CO LTD,HDFCLIFE MAR 700 PE,HDFCLIFE27MAR25P700,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113512,OPTSTK,CE,720,HDFC LIFE INS CO LTD,HDFCLIFE MAR 720 CE,HDFCLIFE27MAR25C720,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113513,OPTSTK,PE,720,HDFC LIFE INS CO LTD,HDFCLIFE MAR 720 PE,HDFCLIFE27MAR25P720,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113514,OPTSTK,CE,740,HDFC LIFE INS CO LTD,HDFCLIFE MAR 740 CE,HDFCLIFE27MAR25C740,2025-03-27,1100,0.05
NFO,nse_fo,HDFCLIFE,113515,OPTSTK,PE,740,HDFC LIFE INS CO LTD,HDFCLIFE MAR 740 PE,HDFCLIFE27MAR25P740,2025-03-27,1100,0.05
NFO,nse_fo,HEROMOTOCO,113676,OPTSTK,PE,3300,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3300 PE,HEROMOTOCO27FEB25P3300,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113682,OPTSTK,PE,3500,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3500 PE,HEROMOTOCO27FEB25P3500,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113684,OPTSTK,PE,3550,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3550 PE,HEROMOTOCO27FEB25P3550,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113686,OPTSTK,PE,3650,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3650 PE,HEROMOTOCO27FEB25P3650,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113687,OPTSTK,CE,3700,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3700 CE,HEROMOTOCO27FEB25C3700,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113688,OPTSTK,PE,3700,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3700 PE,HEROMOTOCO27FEB25P3700,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113690,OPTSTK,PE,3750,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3750 PE,HEROMOTOCO27FEB25P3750,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113691,OPTSTK,CE,3850,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3850 CE,HEROMOTOCO27FEB25C3850,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113692,OPTSTK,PE,3850,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3850 PE,HEROMOTOCO27FEB25P3850,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113693,OPTSTK,CE,3900,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3900 CE,HEROMOTOCO27FEB25C3900,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113694,OPTSTK,PE,3900,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3900 PE,HEROMOTOCO27FEB25P3900,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113695,OPTSTK,CE,3950,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3950 CE,HEROMOTOCO27FEB25C3950,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113696,OPTSTK,PE,3950,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 3950 PE,HEROMOTOCO27FEB25P3950,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113697,OPTSTK,CE,4050,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4050 CE,HEROMOTOCO27FEB25C4050,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113698,OPTSTK,PE,4050,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4050 PE,HEROMOTOCO27FEB25P4050,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113699,OPTSTK,CE,4100,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4100 CE,HEROMOTOCO27FEB25C4100,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113700,OPTSTK,PE,4100,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4100 PE,HEROMOTOCO27FEB25P4100,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113701,OPTSTK,CE,4150,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4150 CE,HEROMOTOCO27FEB25C4150,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113702,OPTSTK,PE,4150,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4150 PE,HEROMOTOCO27FEB25P4150,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113703,OPTSTK,CE,4250,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4250 CE,HEROMOTOCO27FEB25C4250,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113704,OPTSTK,PE,4250,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4250 PE,HEROMOTOCO27FEB25P4250,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113705,OPTSTK,CE,4300,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4300 CE,HEROMOTOCO27FEB25C4300,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113706,OPTSTK,PE,4300,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4300 PE,HEROMOTOCO27FEB25P4300,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113707,OPTSTK,CE,4350,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4350 CE,HEROMOTOCO27FEB25C4350,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113708,OPTSTK,PE,4350,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4350 PE,HEROMOTOCO27FEB25P4350,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113709,OPTSTK,CE,4450,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4450 CE,HEROMOTOCO27FEB25C4450,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113710,OPTSTK,PE,4450,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4450 PE,HEROMOTOCO27FEB25P4450,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113711,OPTSTK,CE,4500,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4500 CE,HEROMOTOCO27FEB25C4500,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113712,OPTSTK,PE,4500,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4500 PE,HEROMOTOCO27FEB25P4500,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113713,OPTSTK,CE,4550,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4550 CE,HEROMOTOCO27FEB25C4550,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113714,OPTSTK,PE,4550,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4550 PE,HEROMOTOCO27FEB25P4550,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113715,OPTSTK,CE,4650,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4650 CE,HEROMOTOCO27FEB25C4650,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113716,OPTSTK,PE,4650,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4650 PE,HEROMOTOCO27FEB25P4650,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113717,OPTSTK,CE,4700,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4700 CE,HEROMOTOCO27FEB25C4700,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113718,OPTSTK,PE,4700,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4700 PE,HEROMOTOCO27FEB25P4700,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113719,OPTSTK,CE,4750,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4750 CE,HEROMOTOCO27FEB25C4750,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113720,OPTSTK,PE,4750,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4750 PE,HEROMOTOCO27FEB25P4750,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113721,OPTSTK,CE,4850,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4850 CE,HEROMOTOCO27FEB25C4850,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113725,OPTSTK,PE,4850,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4850 PE,HEROMOTOCO27FEB25P4850,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113727,OPTSTK,CE,4900,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4900 CE,HEROMOTOCO27FEB25C4900,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113728,OPTSTK,PE,4900,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 4900 PE,HEROMOTOCO27FEB25P4900,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113748,OPTSTK,CE,5100,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 5100 CE,HEROMOTOCO27FEB25C5100,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113784,OPTSTK,CE,3600,HERO MOTOCORP LIMITED,HEROMOTOCO APR 3600 CE,HEROMOTOCO24APR25C3600,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113785,OPTSTK,PE,3600,HERO MOTOCORP LIMITED,HEROMOTOCO APR 3600 PE,HEROMOTOCO24APR25P3600,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113792,OPTSTK,CE,3800,HERO MOTOCORP LIMITED,HEROMOTOCO APR 3800 CE,HEROMOTOCO24APR25C3800,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113793,OPTSTK,PE,3800,HERO MOTOCORP LIMITED,HEROMOTOCO APR 3800 PE,HEROMOTOCO24APR25P3800,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113794,OPTSTK,CE,3900,HERO MOTOCORP LIMITED,HEROMOTOCO APR 3900 CE,HEROMOTOCO24APR25C3900,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113795,OPTSTK,PE,3900,HERO MOTOCORP LIMITED,HEROMOTOCO APR 3900 PE,HEROMOTOCO24APR25P3900,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113798,OPTSTK,CE,4000,HERO MOTOCORP LIMITED,HEROMOTOCO APR 4000 CE,HEROMOTOCO24APR25C4000,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113799,OPTSTK,PE,4000,HERO MOTOCORP LIMITED,HEROMOTOCO APR 4000 PE,HEROMOTOCO24APR25P4000,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113802,OPTSTK,PE,5100,HERO MOTOCORP LIMITED,HEROMOTOCO FEB 5100 PE,HEROMOTOCO27FEB25P5100,2025-02-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113817,OPTSTK,CE,4100,HERO MOTOCORP LIMITED,HEROMOTOCO APR 4100 CE,HEROMOTOCO24APR25C4100,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113818,OPTSTK,PE,4100,HERO MOTOCORP LIMITED,HEROMOTOCO APR 4100 PE,HEROMOTOCO24APR25P4100,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113840,OPTSTK,CE,4200,HERO MOTOCORP LIMITED,HEROMOTOCO APR 4200 CE,HEROMOTOCO24APR25C4200,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113848,OPTSTK,CE,3600,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 3600 CE,HEROMOTOCO27MAR25C3600,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113849,OPTSTK,PE,3600,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 3600 PE,HEROMOTOCO27MAR25P3600,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113850,OPTSTK,CE,3700,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 3700 CE,HEROMOTOCO27MAR25C3700,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113851,OPTSTK,PE,3700,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 3700 PE,HEROMOTOCO27MAR25P3700,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113852,OPTSTK,CE,3800,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 3800 CE,HEROMOTOCO27MAR25C3800,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113853,OPTSTK,PE,3800,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 3800 PE,HEROMOTOCO27MAR25P3800,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113854,OPTSTK,CE,3900,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 3900 CE,HEROMOTOCO27MAR25C3900,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113855,OPTSTK,PE,3900,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 3900 PE,HEROMOTOCO27MAR25P3900,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113856,OPTSTK,CE,4000,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4000 CE,HEROMOTOCO27MAR25C4000,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113857,OPTSTK,PE,4000,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4000 PE,HEROMOTOCO27MAR25P4000,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113858,OPTSTK,CE,4100,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4100 CE,HEROMOTOCO27MAR25C4100,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113859,OPTSTK,PE,4100,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4100 PE,HEROMOTOCO27MAR25P4100,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113860,OPTSTK,CE,4200,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4200 CE,HEROMOTOCO27MAR25C4200,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113861,OPTSTK,PE,4200,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4200 PE,HEROMOTOCO27MAR25P4200,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113862,OPTSTK,CE,4300,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4300 CE,HEROMOTOCO27MAR25C4300,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113867,OPTSTK,PE,4200,HERO MOTOCORP LIMITED,HEROMOTOCO APR 4200 PE,HEROMOTOCO24APR25P4200,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113868,OPTSTK,CE,4300,HERO MOTOCORP LIMITED,HEROMOTOCO APR 4300 CE,HEROMOTOCO24APR25C4300,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113869,OPTSTK,PE,4300,HERO MOTOCORP LIMITED,HEROMOTOCO APR 4300 PE,HEROMOTOCO24APR25P4300,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113870,OPTSTK,CE,4400,HERO MOTOCORP LIMITED,HEROMOTOCO APR 4400 CE,HEROMOTOCO24APR25C4400,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113878,OPTSTK,PE,4400,HERO MOTOCORP LIMITED,HEROMOTOCO APR 4400 PE,HEROMOTOCO24APR25P4400,2025-04-24,150,0.05
NFO,nse_fo,MUTHOOTFIN,113900,OPTSTK,CE,1760,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1760 CE,MUTHOOTFIN27FEB25C1760,2025-02-27,275,0.05
NFO,nse_fo,MUTHOOTFIN,113901,OPTSTK,PE,1760,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1760 PE,MUTHOOTFIN27FEB25P1760,2025-02-27,275,0.05
NFO,nse_fo,MUTHOOTFIN,113902,OPTSTK,CE,1800,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1800 CE,MUTHOOTFIN27FEB25C1800,2025-02-27,275,0.05
NFO,nse_fo,MUTHOOTFIN,113903,OPTSTK,PE,1800,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1800 PE,MUTHOOTFIN27FEB25P1800,2025-02-27,275,0.05
NFO,nse_fo,MUTHOOTFIN,113904,OPTSTK,CE,1840,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1840 CE,MUTHOOTFIN27FEB25C1840,2025-02-27,275,0.05
NFO,nse_fo,MUTHOOTFIN,113905,OPTSTK,PE,1840,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1840 PE,MUTHOOTFIN27FEB25P1840,2025-02-27,275,0.05
NFO,nse_fo,MUTHOOTFIN,113906,OPTSTK,CE,1880,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1880 CE,MUTHOOTFIN27FEB25C1880,2025-02-27,275,0.05
NFO,nse_fo,MUTHOOTFIN,113907,OPTSTK,PE,1880,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1880 PE,MUTHOOTFIN27FEB25P1880,2025-02-27,275,0.05
NFO,nse_fo,MUTHOOTFIN,113908,OPTSTK,CE,1920,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1920 CE,MUTHOOTFIN27FEB25C1920,2025-02-27,275,0.05
NFO,nse_fo,MUTHOOTFIN,113909,OPTSTK,PE,1920,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1920 PE,MUTHOOTFIN27FEB25P1920,2025-02-27,275,0.05
NFO,nse_fo,HEROMOTOCO,113910,OPTSTK,CE,4500,HERO MOTOCORP LIMITED,HEROMOTOCO APR 4500 CE,HEROMOTOCO24APR25C4500,2025-04-24,150,0.05
NFO,nse_fo,HEROMOTOCO,113911,OPTSTK,PE,4300,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4300 PE,HEROMOTOCO27MAR25P4300,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113912,OPTSTK,CE,4400,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4400 CE,HEROMOTOCO27MAR25C4400,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113913,OPTSTK,PE,4400,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4400 PE,HEROMOTOCO27MAR25P4400,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113914,OPTSTK,CE,4500,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4500 CE,HEROMOTOCO27MAR25C4500,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113915,OPTSTK,PE,4500,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4500 PE,HEROMOTOCO27MAR25P4500,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113916,OPTSTK,CE,4600,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4600 CE,HEROMOTOCO27MAR25C4600,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113917,OPTSTK,PE,4600,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4600 PE,HEROMOTOCO27MAR25P4600,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113918,OPTSTK,CE,4700,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4700 CE,HEROMOTOCO27MAR25C4700,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113919,OPTSTK,PE,4700,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4700 PE,HEROMOTOCO27MAR25P4700,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113920,OPTSTK,CE,4800,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4800 CE,HEROMOTOCO27MAR25C4800,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113921,OPTSTK,PE,4800,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4800 PE,HEROMOTOCO27MAR25P4800,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113922,OPTSTK,CE,4900,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4900 CE,HEROMOTOCO27MAR25C4900,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113923,OPTSTK,PE,4900,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 4900 PE,HEROMOTOCO27MAR25P4900,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113924,OPTSTK,CE,5000,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 5000 CE,HEROMOTOCO27MAR25C5000,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113925,OPTSTK,PE,5000,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 5000 PE,HEROMOTOCO27MAR25P5000,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113926,OPTSTK,CE,5100,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 5100 CE,HEROMOTOCO27MAR25C5100,2025-03-27,150,0.05
NFO,nse_fo,HEROMOTOCO,113927,OPTSTK,PE,5100,HERO MOTOCORP LIMITED,HEROMOTOCO MAR 5100 PE,HEROMOTOCO27MAR25P5100,2025-03-27,150,0.05
NFO,nse_fo,HFCL,113952,OPTSTK,CE,87.5,HFCL LIMITED,HFCL FEB 87.5 CE,HFCL27FEB25C87.5,2025-02-27,4150,0.05
NFO,nse_fo,HFCL,113953,OPTSTK,PE,87.5,HFCL LIMITED,HFCL FEB 87.5 PE,HFCL27FEB25P87.5,2025-02-27,4150,0.05
NFO,nse_fo,HFCL,113954,OPTSTK,CE,92.5,HFCL LIMITED,HFCL FEB 92.5 CE,HFCL27FEB25C92.5,2025-02-27,4150,0.05
NFO,nse_fo,HFCL,113955,OPTSTK,PE,92.5,HFCL LIMITED,HFCL FEB 92.5 PE,HFCL27FEB25P92.5,2025-02-27,4150,0.05
NFO,nse_fo,HFCL,113956,OPTSTK,CE,97.5,HFCL LIMITED,HFCL FEB 97.5 CE,HFCL27FEB25C97.5,2025-02-27,4150,0.05
NFO,nse_fo,HFCL,113957,OPTSTK,PE,97.5,HFCL LIMITED,HFCL FEB 97.5 PE,HFCL27FEB25P97.5,2025-02-27,4150,0.05
NFO,nse_fo,HFCL,113958,OPTSTK,CE,102.5,HFCL LIMITED,HFCL FEB 102.5 CE,HFCL27FEB25C102.5,2025-02-27,4150,0.05
NFO,nse_fo,HFCL,113959,OPTSTK,PE,102.5,HFCL LIMITED,HFCL FEB 102.5 PE,HFCL27FEB25P102.5,2025-02-27,4150,0.05
NFO,nse_fo,HFCL,113960,OPTSTK,CE,107.5,HFCL LIMITED,HFCL FEB 107.5 CE,HFCL27FEB25C107.5,2025-02-27,4150,0.05
NFO,nse_fo,MUTHOOTFIN,113961,OPTSTK,CE,1960,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1960 CE,MUTHOOTFIN27FEB25C1960,2025-02-27,275,0.05
NFO,nse_fo,MUTHOOTFIN,113962,OPTSTK,PE,1960,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 1960 PE,MUTHOOTFIN27FEB25P1960,2025-02-27,275,0.05
NFO,nse_fo,MUTHOOTFIN,113963,OPTSTK,CE,2000,MUTHOOT FINANCE LIMITED,MUTHOOTFIN FEB 2000 CE,MUTHOOTFIN27FEB25C2000,2025-02-27,275,0.05
